rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name
1646,488,2301,2022-03-31 13:08:15,212,North Embankment,2022-03-31 13:00:07,139,Mill Bridge
4768,581,13058,2022-03-31 19:03:38,729,4 Market Walk,2022-03-31 18:53:57,729,4 Market Walk
3786,748,12922,2022-03-31 22:35:16,425,Queen Circus,2022-03-31 22:22:48,656,Old Row
4673,292,10094,2022-04-01 07:37:32,542,Rose Gate,2022-04-01 07:32:40,615,4 George Terrace
2291,226,12596,2022-04-01 08:03:06,100,Station Walk,2022-04-01 07:59:20,100,Station Walk
582,8411,13639,2022-04-01 10:41:04,111,12 Tower Gardens,2022-04-01 08:20:53,553,Mill Walk
3882,330,11998,2022-04-01 17:09:14,735,Bridge Gardens,2022-04-01 17:03:44,735,Bridge Gardens
175,511,14809,2022-04-01 17:24:09,286,Park Circus,2022-04-01 17:15:38,77,Green Row
344,541,1475,2022-04-01 19:34:33,582,Queen Street,2022-04-01 19:25:32,582,Queen Street
640,944,14648,2022-04-01 20:28:14,388,20 Queen Gardens,2022-04-01 20:12:30,151,Market Row
2893,724,11678,2022-04-02 10:12:23,100,Station Walk,2022-04-02 10:00:19,265,Cross Road
1570,896,4312,2022-04-02 14:32:59,426,14 Church Gardens,2022-04-02 14:18:03,162,41 Dock Street
317,718,14365,2022-04-02 17:30:59,134,5 Crown Mews,2022-04-02 17:19:01,134,5 Crown Mews
3492,328,2809,2022-04-02 17:43:51,290,East Walk,2022-04-02 17:38:23,542,Rose Gate
3070,201,1774,2022-04-02 19:24:43,610,Market Circus,2022-04-02 19:21:22,610,Market Circus
2206,462,9628,2022-04-02 19:42:56,778,Park Square,2022-04-02 19:35:14,626,East Mews
3137,968,7437,2022-04-03 07:24:33,222,Old Mews,2022-04-03 07:08:25,222,Old Mews
683,789,5301,2022-04-03 10:10:11,395,33 Station Passage,2022-04-03 09:57:02,395,33 Station Passage
673,752,13698,2022-04-03 10:52:00,718,Wharf Street,2022-04-03 10:39:28,532,North Avenue
4819,2193,7084,2022-04-03 12:11:57,335,44 Tower Lane,2022-04-03 11:35:24,335,44 Tower Lane
2748,220,13233,2022-04-03 12:35:57,727,Duke Gate,2022-04-03 12:32:17,727,Duke Gate
3640,477,10200,2022-04-03 14:33:00,19,Dock Square,2022-04-03 14:25:03,19,Dock Square
4464,152,7140,2022-04-03 15:35:35,640,High Passage,2022-04-03 15:33:03,640,High Passage
3483,1071,3817,2022-04-03 16:12:52,94,7 Castle Square,2022-04-03 15:55:01,54,East Passage
89,704,14150,2022-04-03 19:10:05,433,22 West Passage,2022-04-03 18:58:21,625,Manor Avenue
992,819,14999,2022-04-03 20:15:05,94,7 Castle Square,2022-04-03 20:01:26,94,7 Castle Square
4641,922,4374,2022-04-03 21:13:03,263,Mill Road,2022-04-03 20:57:41,132,Temple Gardens
4836,821,12962,2022-04-03 21:23:06,325,New Circus,2022-04-03 21:09:25,325,New Circus
2023,494,11606,2022-04-04 07:01:13,567,Tower Passage,2022-04-04 06:52:59,564,Mill Embankment
627,852,4744,2022-04-04 07:28:22,206,Globe Terrace,2022-04-04 07:14:10,206,Globe Terrace
2126,190,11984,2022-04-04 07:37:26,452,Earl Court,2022-04-04 07:34:16,452,Earl Court
970,1444,13169,2022-04-04 09:56:41,286,Park Circus,2022-04-04 09:32:37,251,44 Green Street
351,749,66,2022-04-04 11:05:10,396,Bond Road,2022-04-04 10:52:41,752,South Row
3385,693,206,2022-04-04 13:29:36,1,Hill Row,2022-04-04 13:18:03,277,Baker Road
2316,1281,4491,2022-04-04 13:54:23,328,Bond Passage,2022-04-04 13:33:02,328,Bond Passage
661,721,14345,2022-04-04 14:07:29,645,Albert Road,2022-04-04 13:55:28,645,Albert Road
3177,1229,8781,2022-04-05 08:28:35,453,Lion Passage,2022-04-05 08:08:06,453,Lion Passage
600,564,9453,2022-04-05 13:06:05,699,Globe Gate,2022-04-05 12:56:41,231,Long Embankment
4542,445,10532,2022-04-05 15:57:49,524,34 Green Gate,2022-04-05 15:50:24,183,West Road
798,1448,9164,2022-04-05 16:39:54,394,South Row,2022-04-05 16:15:46,117,Church Way
4332,705,8666,2022-04-05 18:44:18,638,Bridge Road,2022-04-05 18:32:33,638,Bridge Road
4244,706,13522,2022-04-06 09:19:35,566,Broad Gate,2022-04-06 09:07:49,227,27 Fleet Avenue
3676,1080,8341,2022-04-06 15:03:19,71,South Embankment,2022-04-06 14:45:19,71,South Embankment
718,1325,5406,2022-04-06 15:48:16,172,36 Wharf Terrace,2022-04-06 15:26:11,172,36 Wharf Terrace
1568,1508,13849,2022-04-06 16:43:48,637,Victoria Street,2022-04-06 16:18:40,626,East Mews
4347,1748,10648,2022-04-06 18:23:30,67,Castle Court,2022-04-06 17:54:22,67,Castle Court
540,1148,9801,2022-04-06 23:09:44,130,24 Old Passage,2022-04-06 22:50:36,425,Queen Circus
368,2135,10807,2022-04-07 11:02:12,767,New Row,2022-04-07 10:26:37,396,Bond Road
4269,528,4582,2022-04-07 12:46:55,391,21 Hill Walk,2022-04-07 12:38:07,322,Long Bridge
3691,312,3336,2022-04-07 17:05:30,346,4 Tower Avenue,2022-04-07 17:00:18,440,4 George Street
2208,98,232,2022-04-07 18:11:07,342,Church Mews,2022-04-07 18:09:29,589,Green Street
1004,1347,9752,2022-04-07 23:16:33,3,Manor Bridge,2022-04-07 22:54:06,66,Earl Square
43,264,11615,2022-04-08 07:55:05,329,26 Fleet Bridge,2022-04-08 07:50:41,329,26 Fleet Bridge
2175,180,3149,2022-04-08 07:56:40,297,Queen Walk,2022-04-08 07:53:40,613,41 Great Square
3630,317,9186,2022-04-08 16:05:22,357,14 Castle Walk,2022-04-08 16:00:05,137,11 Manor Terrace
868,493,11820,2022-04-08 21:43:45,276,42 Bridge Gate,2022-04-08 21:35:32,276,42 Bridge Gate
3298,221,12706,2022-04-09 00:27:23,583,38 South Gate,2022-04-09 00:23:42,583,38 South Gate
2681,569,6944,2022-04-09 11:16:25,565,Crown Circus,2022-04-09 11:06:56,565,Crown Circus
483,394,10428,2022-04-09 11:54:18,520,49 Rose Avenue,2022-04-09 11:47:44,154,Station Row
3210,282,11571,2022-04-09 17:29:41,355,New Lane,2022-04-09 17:24:59,226,46 Mill Circus
3702,342,14408,2022-04-10 10:22:11,607,25 George Street,2022-04-10 10:16:29,607,25 George Street
2890,3433,113,2022-04-10 11:15:51,167,Park Court,2022-04-10 10:18:38,599,1 Earl Avenue
2317,467,11398,2022-04-10 10:35:54,525,Rose Street,2022-04-10 10:28:07,758,Church Lane
1502,471,4435,2022-04-10 12:51:37,445,King Circus,2022-04-10 12:43:46,445,King Circus
2546,740,3600,2022-04-10 14:32:27,766,Earl Bridge,2022-04-10 14:20:07,766,Earl Bridge
1184,295,9889,2022-04-10 15:17:59,640,High Passage,2022-04-10 15:13:04,640,High Passage
2528,306,3488,2022-04-10 19:37:18,554,7 Tower Walk,2022-04-10 19:32:12,405,Duke Embankment
731,3294,2339,2022-04-10 20:35:39,732,Victoria Road,2022-04-10 19:40:45,493,West Way
2339,684,216,2022-04-11 08:43:01,413,South Gardens,2022-04-11 08:31:37,297,Queen Walk
2961,2950,4308,2022-04-11 19:18:00,525,Rose Street,2022-04-11 18:28:50,643,33 Bridge Place
3153,1090,9616,2022-04-11 22:13:57,617,Mill Lane,2022-04-11 21:55:47,312,Victoria Gate
1010,867,13448,2022-04-12 09:18:13,346,4 Tower Avenue,2022-04-12 09:03:46,593,North Circus
1938,7654,7621,2022-04-12 12:01:51,371,East Walk,2022-04-12 09:54:17,371,East Walk
2503,596,8878,2022-04-12 17:22:45,295,North Row,2022-04-12 17:12:49,223,Prince Circus
1778,1069,424,2022-04-12 17:34:03,8,Mill Row,2022-04-12 17:16:14,47,Old Gate
853,713,2169,2022-04-12 19:34:34,295,North Row,2022-04-12 19:22:41,189,Victoria Avenue
1307,1595,8930,2022-04-13 07:26:43,143,29 Dock Way,2022-04-13 07:00:08,143,29 Dock Way
4146,445,3225,2022-04-13 07:37:06,692,Market Bridge,2022-04-13 07:29:41,70,Oxford Terrace
324,213,8445,2022-04-13 14:22:25,779,45 New Gate,2022-04-13 14:18:52,525,Rose Street
880,2221,11887,2022-04-13 15:37:14,56,Green Bridge,2022-04-13 15:00:13,477,North Court
4944,550,290,2022-04-13 15:26:24,577,10 Old Bridge,2022-04-13 15:17:14,458,Church Street
2044,1910,1123,2022-04-13 16:45:41,231,Long Embankment,2022-04-13 16:13:51,231,Long Embankment
2046,462,6763,2022-04-13 16:24:49,780,18 Strand Road,2022-04-13 16:17:07,780,18 Strand Road
896,6441,1197,2022-04-13 18:08:08,760,West Mews,2022-04-13 16:20:47,348,14 Great Circus
1129,291,4416,2022-04-13 16:35:29,647,Church Circus,2022-04-13 16:30:38,647,Church Circus
4802,587,6181,2022-04-13 18:18:08,777,South Bridge,2022-04-13 18:08:21,666,25 Park Walk
1539,3463,1078,2022-04-13 19:41:22,631,Bridge Mews,2022-04-13 18:43:39,631,Bridge Mews
1497,3548,4375,2022-04-14 07:21:51,554,7 Tower Walk,2022-04-14 06:22:43,691,48 New Avenue
3227,779,3961,2022-04-14 12:50:26,137,11 Manor Terrace,2022-04-14 12:37:27,137,11 Manor Terrace
1879,310,3985,2022-04-14 15:34:51,591,Baker Circus,2022-04-14 15:29:41,66,Earl Square
607,4282,13191,2022-04-14 16:53:42,103,Park Circus,2022-04-14 15:42:20,553,Mill Walk
373,851,12703,2022-04-14 17:02:23,184,Great Mews,2022-04-14 16:48:12,669,5 George Row
25,1081,7031,2022-04-14 18:07:23,46,Manor Row,2022-04-14 17:49:22,735,Bridge Gardens
3035,923,7702,2022-04-15 08:04:47,107,47 Old Road,2022-04-15 07:49:24,23,4 Fleet Square
2336,629,6144,2022-04-15 08:28:19,781,Old Mews,2022-04-15 08:17:50,337,Fleet Circus
1874,179,14538,2022-04-15 08:31:22,552,Oxford Bridge,2022-04-15 08:28:23,357,14 Castle Walk
2541,1278,14892,2022-04-15 09:04:21,331,East Walk,2022-04-15 08:43:03,348,14 Great Circus
456,513,10762,2022-04-15 12:09:54,777,South Bridge,2022-04-15 12:01:21,571,39 Water Bridge
1216,836,446,2022-04-15 13:28:25,436,Hill Passage,2022-04-15 13:14:29,567,Tower Passage
3693,3535,7753,2022-04-15 20:42:03,421,29 Great Way,2022-04-15 19:43:08,32,35 Mill Lane
942,435,14317,2022-04-15 19:52:06,368,34 King Way,2022-04-15 19:44:51,139,Mill Bridge
1452,383,2084,2022-04-15 22:43:01,62,Park Road,2022-04-15 22:36:38,62,Park Road
1939,1799,2359,2022-04-16 13:56:10,117,Church Way,2022-04-16 13:26:11,117,Church Way
2597,897,12359,2022-04-16 13:42:17,295,North Row,2022-04-16 13:27:20,680,Temple Gardens
4213,484,9689,2022-04-16 16:35:17,294,Victoria Passage,2022-04-16 16:27:13,294,Victoria Passage
4232,2690,9723,2022-04-16 19:32:20,790,31 West Circus,2022-04-16 18:47:30,609,Station Row
2130,1740,4673,2022-04-16 21:26:20,25,Albert Gardens,2022-04-16 20:57:20,25,Albert Gardens
1199,213,717,2022-04-17 10:33:15,617,Mill Lane,2022-04-17 10:29:42,612,Park Court
2734,596,9443,2022-04-17 11:41:13,640,High Passage,2022-04-17 11:31:17,618,Cross Bridge
685,812,6644,2022-04-17 12:49:32,354,Oxford Passage,2022-04-17 12:36:00,354,Oxford Passage
23,665,3116,2022-04-17 14:21:02,733,Old Embankment,2022-04-17 14:09:57,23,4 Fleet Square
4277,622,14032,2022-04-17 14:36:08,78,Church Embankment,2022-04-17 14:25:46,78,Church Embankment
2966,3718,1802,2022-04-17 20:17:55,73,North Walk,2022-04-17 19:15:57,653,West Passage
4206,2303,8133,2022-04-18 08:19:26,149,Queen Passage,2022-04-18 07:41:03,738,Bridge Bridge
224,136,11461,2022-04-18 08:19:22,63,Cross Avenue,2022-04-18 08:17:06,735,Bridge Gardens
531,1044,11404,2022-04-18 08:51:31,362,Albert Passage,2022-04-18 08:34:07,524,34 Green Gate
407,221,11986,2022-04-18 09:34:43,418,10 North Bridge,2022-04-18 09:31:02,742,High Avenue
2182,2533,2345,2022-04-18 11:00:54,793,17 Bridge Avenue,2022-04-18 10:18:41,761,Bridge Passage
1131,1209,11850,2022-04-18 14:40:40,3,Manor Bridge,2022-04-18 14:20:31,766,Earl Bridge
1233,459,9279,2022-04-18 15:17:38,491,Great Passage,2022-04-18 15:09:59,491,Great Passage
2389,412,14952,2022-04-18 18:53:36,6,Long Terrace,2022-04-18 18:46:44,357,14 Castle Walk
3326,1080,10474,2022-04-18 19:37:45,114,Wharf Bridge,2022-04-18 19:19:45,114,Wharf Bridge
4824,1051,4160,2022-04-18 23:12:51,474,10 New Terrace,2022-04-18 22:55:20,492,North Circus
3560,200,10986,2022-04-19 07:17:27,694,23 West Court,2022-04-19 07:14:07,77,Green Row
1389,601,4769,2022-04-19 13:18:58,554,7 Tower Walk,2022-04-19 13:08:57,159,West Avenue
391,572,11348,2022-04-19 17:30:13,446,Castle Mews,2022-04-19 17:20:41,642,23 Old Lane
433,214,11990,2022-04-19 18:29:20,209,31 Church Lane,2022-04-19 18:25:46,209,31 Church Lane
2663,813,1657,2022-04-19 19:52:38,738,Bridge Bridge,2022-04-19 19:39:05,738,Bridge Bridge
94,714,8058,2022-04-19 20:46:09,172,36 Wharf Terrace,2022-04-19 20:34:15,172,36 Wharf Terrace
3148,1306,898,2022-04-20 07:53:32,776,Mill Lane,2022-04-20 07:31:46,545,39 George Way
1028,587,12350,2022-04-20 08:29:51,78,Church Embankment,2022-04-20 08:20:04,591,Baker Circus
2595,554,3567,2022-04-20 11:18:09,263,Mill Road,2022-04-20 11:08:55,263,Mill Road
4,428,188,2022-04-20 13:33:04,79,George Circus,2022-04-20 13:25:56,421,29 Great Way
2771,404,816,2022-04-20 19:06:08,703,42 Victoria Road,2022-04-20 18:59:24,152,Temple Street
2784,1037,11735,2022-04-20 20:13:37,24,Temple Walk,2022-04-20 19:56:20,54,East Passage
4611,1169,2518,2022-04-21 03:14:02,523,38 Station Bridge,2022-04-21 02:54:33,453,Lion Passage
3517,1123,1386,2022-04-21 06:45:47,43,North Way,2022-04-21 06:27:04,43,North Way
1098,608,8897,2022-04-21 09:08:50,276,42 Bridge Gate,2022-04-21 08:58:42,313,Temple Mews
567,853,4069,2022-04-21 09:40:45,561,Manor Terrace,2022-04-21 09:26:32,47,Old Gate
3678,1080,8060,2022-04-21 11:33:45,388,20 Queen Gardens,2022-04-21 11:15:45,388,20 Queen Gardens
75,760,6986,2022-04-21 14:03:52,694,23 West Court,2022-04-21 13:51:12,618,Cross Bridge
2682,144,14408,2022-04-21 15:32:22,631,Bridge Mews,2022-04-21 15:29:58,631,Bridge Mews
1289,616,1232,2022-04-21 16:03:56,778,Park Square,2022-04-21 15:53:40,66,Earl Square
1906,133,11414,2022-04-21 16:49:58,375,Baker Lane,2022-04-21 16:47:45,375,Baker Lane
830,334,14433,2022-04-21 17:17:12,8,Mill Row,2022-04-21 17:11:38,522,George Gardens
3971,1156,10747,2022-04-21 20:54:53,729,4 Market Walk,2022-04-21 20:35:37,375,Baker Lane
4648,219,12417,2022-04-21 21:54:48,167,Park Court,2022-04-21 21:51:09,64,Victoria Bridge
4841,450,3284,2022-04-22 07:34:17,513,Park Passage,2022-04-22 07:26:47,65,High Avenue
4783,414,9685,2022-04-22 07:51:29,340,Old Embankment,2022-04-22 07:44:35,340,Old Embankment
1802,322,4852,2022-04-22 10:04:42,551,Green Way,2022-04-22 09:59:20,607,25 George Street
794,1876,5117,2022-04-22 16:13:11,485,47 Wharf Lane,2022-04-22 15:41:55,701,20 Oxford Row
1218,987,5879,2022-04-22 17:06:32,792,West Avenue,2022-04-22 16:50:05,638,Bridge Road
1975,5865,6588,2022-04-22 23:18:59,62,Park Road,2022-04-22 21:41:14,184,Great Mews
2894,321,8041,2022-04-23 08:55:25,276,42 Bridge Gate,2022-04-23 08:50:04,55,47 Albert Terrace
2131,584,8993,2022-04-23 11:00:17,508,South Lane,2022-04-23 10:50:33,255,Church Square
2642,548,4657,2022-04-23 12:09:27,64,Victoria Bridge,2022-04-23 12:00:19,192,Oxford Mews
1055,539,13100,2022-04-23 12:17:24,780,18 Strand Road,2022-04-23 12:08:25,780,18 Strand Road
926,636,7650,2022-04-23 12:33:00,312,Victoria Gate,2022-04-23 12:22:24,780,18 Strand Road
4904,2341,14812,2022-04-23 13:45:33,456,Church Bridge,2022-04-23 13:06:32,456,Church Bridge
4011,1430,14211,2022-04-23 18:44:21,190,46 Station Square,2022-04-23 18:20:31,190,46 Station Square
3414,736,2947,2022-04-24 15:20:49,178,21 Globe Embankment,2022-04-24 15:08:33,567,Tower Passage
411,578,11880,2022-04-24 17:14:15,583,38 South Gate,2022-04-24 17:04:37,583,38 South Gate
1753,2598,10256,2022-04-24 19:01:50,107,47 Old Road,2022-04-24 18:18:32,107,47 Old Road
1890,547,3945,2022-04-24 19:53:20,96,Station Lane,2022-04-24 19:44:13,96,Station Lane
2810,2389,9150,2022-04-25 01:00:59,647,Church Circus,2022-04-25 00:21:10,105,Queen Way
1286,376,5473,2022-04-25 07:08:10,436,Hill Passage,2022-04-25 07:01:54,436,Hill Passage
3007,605,6524,2022-04-25 08:55:46,345,Green Passage,2022-04-25 08:45:41,345,Green Passage
2827,4594,5623,2022-04-25 10:14:48,522,George Gardens,2022-04-25 08:58:14,522,George Gardens
2636,286,2426,2022-04-25 10:45:16,670,44 Market Lane,2022-04-25 10:40:30,670,44 Market Lane
2908,1049,10127,2022-04-25 12:31:07,699,Globe Gate,2022-04-25 12:13:38,699,Globe Gate
4376,236,10932,2022-04-25 17:00:58,727,Duke Gate,2022-04-25 16:57:02,337,Fleet Circus
4019,222,13430,2022-04-25 18:07:43,701,20 Oxford Row,2022-04-25 18:04:01,701,20 Oxford Row
4848,1343,12747,2022-04-25 19:36:00,515,7 Church Court,2022-04-25 19:13:37,8,Mill Row
4723,546,3964,2022-04-26 08:30:44,303,Long Road,2022-04-26 08:21:38,322,Long Bridge
1833,1759,3725,2022-04-26 13:38:46,533,Crown Gardens,2022-04-26 13:09:27,611,Crown Gate
3731,1893,14537,2022-04-26 18:20:00,388,20 Queen Gardens,2022-04-26 17:48:27,732,Victoria Road
4446,888,1954,2022-04-26 18:42:20,778,Park Square,2022-04-26 18:27:32,227,27 Fleet Avenue
2617,423,449,2022-04-26 20:13:19,81,27 Mill Court,2022-04-26 20:06:16,324,Duke Gate
3361,307,8111,2022-04-27 06:16:03,3,Manor Bridge,2022-04-27 06:10:56,586,Bond Gardens
1180,283,8933,2022-04-27 08:28:37,335,44 Tower Lane,2022-04-27 08:23:54,224,High Terrace
2774,955,5756,2022-04-27 09:56:21,189,Victoria Avenue,2022-04-27 09:40:26,357,14 Castle Walk
4608,197,11825,2022-04-27 17:15:20,656,Old Row,2022-04-27 17:12:03,656,Old Row
687,904,14407,2022-04-27 18:04:20,429,33 East Road,2022-04-27 17:49:16,647,Church Circus
4470,631,6694,2022-04-27 19:32:30,473,Water Court,2022-04-27 19:21:59,609,Station Row
3304,633,14465,2022-04-28 07:43:10,184,Great Mews,2022-04-28 07:32:37,63,Cross Avenue
4860,312,6208,2022-04-28 08:20:53,333,22 Dock Way,2022-04-28 08:15:41,333,22 Dock Way
3791,168,395,2022-04-28 08:27:01,488,28 Mill Circus,2022-04-28 08:24:13,35,Globe Row
2569,497,5750,2022-04-28 12:54:20,177,37 Victoria Embankment,2022-04-28 12:46:03,135,Bond Place
3817,1107,146,2022-04-28 14:03:54,87,43 Prince Terrace,2022-04-28 13:45:27,87,43 Prince Terrace
4645,1577,6764,2022-04-28 19:22:51,221,Bond Court,2022-04-28 18:56:34,177,37 Victoria Embankment
248,3711,7577,2022-04-28 22:24:13,638,Bridge Road,2022-04-28 21:22:22,92,Castle Passage
3712,670,5905,2022-04-29 06:49:59,647,Church Circus,2022-04-29 06:38:49,626,East Mews
2068,663,11194,2022-04-29 09:51:08,294,Victoria Passage,2022-04-29 09:40:05,294,Victoria Passage
4051,1055,13477,2022-04-29 16:33:34,319,Rose Street,2022-04-29 16:15:59,319,Rose Street
4266,409,6993,2022-04-29 17:59:02,475,Old Terrace,2022-04-29 17:52:13,353,Great Avenue
2859,352,1533,2022-04-29 19:25:12,488,28 Mill Circus,2022-04-29 19:19:20,93,17 Old Walk
455,535,14985,2022-04-30 09:15:29,1,Hill Row,2022-04-30 09:06:34,1,Hill Row
2411,120,2179,2022-04-30 09:59:40,374,15 Temple Embankment,2022-04-30 09:57:40,374,15 Temple Embankment
4408,210,7340,2022-04-30 14:59:41,600,36 George Row,2022-04-30 14:56:11,600,36 George Row
3548,2617,12740,2022-04-30 16:51:58,137,11 Manor Terrace,2022-04-30 16:08:21,760,West Mews
3697,375,14853,2022-04-30 18:45:26,565,Crown Circus,2022-04-30 18:39:11,565,Crown Circus
4961,697,12355,2022-04-30 19:23:43,339,Old Road,2022-04-30 19:12:06,463,17 King Embankment
4660,60,9628,2022-04-30 20:53:17,134,5 Crown Mews,2022-04-30 20:52:17,418,10 North Bridge
4717,522,4025,2022-04-30 21:21:14,726,Oxford Terrace,2022-04-30 21:12:32,726,Oxford Terrace
3802,599,2455,2022-05-01 05:39:27,1,Hill Row,2022-05-01 05:29:28,1,Hill Row
4325,1094,5102,2022-05-01 10:31:52,603,Bond Lane,2022-05-01 10:13:38,70,Oxford Terrace
2550,449,13161,2022-05-01 11:44:56,778,Park Square,2022-05-01 11:37:27,699,Globe Gate
3406,1086,7821,2022-05-01 12:15:19,62,Park Road,2022-05-01 11:57:13,172,36 Wharf Terrace
3915,2896,2904,2022-05-01 17:14:10,212,North Embankment,2022-05-01 16:25:54,212,North Embankment
3330,152,6126,2022-05-01 17:58:39,357,14 Castle Walk,2022-05-01 17:56:07,424,King Mews
1601,142,3256,2022-05-01 18:00:56,196,North Circus,2022-05-01 17:58:34,178,21 Globe Embankment
650,560,14613,2022-05-01 18:49:26,290,East Walk,2022-05-01 18:40:06,290,East Walk
2170,1927,9901,2022-05-02 01:52:06,413,South Gardens,2022-05-02 01:19:59,433,22 West Passage
2297,280,2232,2022-05-02 07:20:50,781,Old Mews,2022-05-02 07:16:10,554,7 Tower Walk
2876,1655,11413,2022-05-02 08:16:40,54,East Passage,2022-05-02 07:49:05,685,George Walk
3724,3162,12090,2022-05-02 10:10:54,236,South Walk,2022-05-02 09:18:12,750,Wharf Square
4465,196,12943,2022-05-02 13:23:08,793,17 Bridge Avenue,2022-05-02 13:19:52,793,17 Bridge Avenue
3605,150,4797,2022-05-02 16:55:11,2,Strand Avenue,2022-05-02 16:52:41,405,Duke Embankment
4147,423,10132,2022-05-02 17:08:38,776,Mill Lane,2022-05-02 17:01:35,101,South Passage
2761,1138,9898,2022-05-02 19:21:42,245,27 Tower Passage,2022-05-02 19:02:44,245,27 Tower Passage
2216,631,6251,2022-05-03 00:05:47,656,Old Row,2022-05-02 23:55:16,145,Lion Row
4343,438,1675,2022-05-03 08:06:40,298,Green Bridge,2022-05-03 07:59:22,143,29 Dock Way
144,795,11948,2022-05-03 08:41:40,660,King Terrace,2022-05-03 08:28:25,134,5 Crown Mews
932,1333,2717,2022-05-03 10:06:19,656,Old Row,2022-05-03 09:44:06,390,Old Embankment
4025,2721,693,2022-05-03 12:41:30,364,Oxford Street,2022-05-03 11:56:09,348,14 Great Circus
4104,824,10149,2022-05-03 13:53:43,633,30 Bridge Bridge,2022-05-03 13:39:59,609,Station Row
577,1135,11636,2022-05-03 14:47:48,317,30 Oxford Place,2022-05-03 14:28:53,365,Bond Embankment
732,788,9605,2022-05-03 17:35:09,64,Victoria Bridge,2022-05-03 17:22:01,705,Hill Road
50,773,2159,2022-05-03 19:42:09,426,14 Church Gardens,2022-05-03 19:29:16,80,4 Old Road
106,209,5365,2022-05-04 08:46:14,249,North Road,2022-05-04 08:42:45,130,24 Old Passage
4378,599,4987,2022-05-04 16:09:56,617,Mill Lane,2022-05-04 15:59:57,8,Mill Row
314,11303,8822,2022-05-04 20:43:47,177,37 Victoria Embankment,2022-05-04 17:35:24,564,Mill Embankment
4792,990,13728,2022-05-04 18:22:14,440,4 George Street,2022-05-04 18:05:44,365,Bond Embankment
2273,535,13895,2022-05-04 18:40:19,793,17 Bridge Avenue,2022-05-04 18:31:24,344,Strand Row
3124,1463,14084,2022-05-06 06:51:25,395,33 Station Passage,2022-05-06 06:27:02,221,Bond Court
568,715,3010,2022-05-06 08:22:27,226,46 Mill Circus,2022-05-06 08:10:32,384,15 Old Terrace
2096,1217,1576,2022-05-06 08:42:18,380,32 Albert Gardens,2022-05-06 08:22:01,380,32 Albert Gardens
2425,2745,14170,2022-05-06 09:42:36,222,Old Mews,2022-05-06 08:56:51,222,Old Mews
2433,2372,14554,2022-05-06 10:12:15,418,10 North Bridge,2022-05-06 09:32:43,117,Church Way
4630,750,9627,2022-05-06 10:09:43,218,Great Court,2022-05-06 09:57:13,456,Church Bridge
4875,128,4171,2022-05-06 12:07:02,379,Market Mews,2022-05-06 12:04:54,488,28 Mill Circus
867,1306,14838,2022-05-06 17:40:20,322,Long Bridge,2022-05-06 17:18:34,424,King Mews
2247,1192,2290,2022-05-06 17:54:08,565,Crown Circus,2022-05-06 17:34:16,520,49 Rose Avenue
4564,1315,10916,2022-05-06 18:15:41,731,43 South Walk,2022-05-06 17:53:46,777,South Bridge
2322,566,2913,2022-05-06 18:23:04,106,7 Station Road,2022-05-06 18:13:38,368,34 King Way
2831,2332,2752,2022-05-06 19:02:29,577,10 Old Bridge,2022-05-06 18:23:37,577,10 Old Bridge
4736,921,11392,2022-05-06 19:16:01,62,Park Road,2022-05-06 19:00:40,62,Park Road
4222,1258,7445,2022-05-06 20:12:15,463,17 King Embankment,2022-05-06 19:51:17,463,17 King Embankment
1380,112,5392,2022-05-06 19:58:09,677,13 Duke Gate,2022-05-06 19:56:17,243,Tower Street
4068,1317,6382,2022-05-06 20:34:10,735,Bridge Gardens,2022-05-06 20:12:13,79,George Circus
3114,922,3761,2022-05-06 20:35:46,296,27 Crown Gate,2022-05-06 20:20:24,610,Market Circus
988,2215,13593,2022-05-07 08:11:30,154,Station Row,2022-05-07 07:34:35,2,Strand Avenue
3642,678,7424,2022-05-07 09:14:07,453,Lion Passage,2022-05-07 09:02:49,453,Lion Passage
1946,752,14995,2022-05-07 10:05:28,274,North Road,2022-05-07 09:52:56,63,Cross Avenue
3163,876,12052,2022-05-07 10:20:49,757,Strand Street,2022-05-07 10:06:13,757,Strand Street
2601,1718,639,2022-05-07 11:04:20,13,Manor Embankment,2022-05-07 10:35:42,13,Manor Embankment
4876,530,3004,2022-05-07 12:16:54,423,16 Bridge Mews,2022-05-07 12:08:04,423,16 Bridge Mews
97,1297,3430,2022-05-07 14:02:25,143,29 Dock Way,2022-05-07 13:40:48,143,29 Dock Way
1527,313,13006,2022-05-07 14:48:43,551,Green Way,2022-05-07 14:43:30,443,Church Square
396,1855,6632,2022-05-07 15:26:12,565,Crown Circus,2022-05-07 14:55:17,656,Old Row
4616,964,9651,2022-05-07 16:12:27,423,16 Bridge Mews,2022-05-07 15:56:23,440,4 George Street
2948,968,8004,2022-05-07 16:15:26,62,Park Road,2022-05-07 15:59:18,62,Park Road
943,396,13975,2022-05-07 17:40:37,427,Victoria Place,2022-05-07 17:34:01,577,10 Old Bridge
3656,356,11140,2022-05-07 18:46:24,356,High Street,2022-05-07 18:40:28,117,Church Way
4982,342,5614,2022-05-08 11:02:19,92,Castle Passage,2022-05-08 10:56:37,70,Oxford Terrace
4414,614,3985,2022-05-08 11:54:10,250,42 Queen Court,2022-05-08 11:43:56,545,39 George Way
